trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
825,False,"{'a': 0.4, 'e': 0.5168513344916992}",25,0,-68.12037859185327,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
826,False,"{'a': 0.4, 'e': 0.5164380187724371}",30,14,-52.161943580281715,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
827,False,"{'a': 0.4, 'e': 0.5160250335735246}",20,0,-78.24765888303136,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
828,False,"{'a': 0.4, 'e': 0.5156123786306511}",30,4,-92.34530082661988,"{0: 16, 1: 0, 2: 8, 3: 2, 4: 0}",1
829,False,"{'a': 0.4, 'e': 0.5152000536797177}",20,9,-23.441094471168856,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
830,False,"{'a': 0.4, 'e': 0.5147880584568362}",20,0,-80.33579334027365,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
831,False,"{'a': 0.4, 'e': 0.5143763926983296}",30,4,-176.46865747875526,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 4}",1
832,False,"{'a': 0.4, 'e': 0.5139650561407318}",20,0,-42.24607152268143,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
833,False,"{'a': 0.4, 'e': 0.5135540485207877}",20,12,2.7033816889268145,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.4, 'e': 0.513143369575452}",20,0,-41.61928754280513,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
835,False,"{'a': 0.4, 'e': 0.5127330190418905}",20,0,-38.23139029597248,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
836,False,"{'a': 0.4, 'e': 0.5123229966574786}",25,0,-46.78682021231957,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
837,False,"{'a': 0.4, 'e': 0.511913302159802}",25,17,-39.59920950351084,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
838,False,"{'a': 0.4, 'e': 0.5115039352866564}",35,0,-43.86276173729637,"{0: 28, 1: 1, 2: 5, 3: 1, 4: 0}",0
839,False,"{'a': 0.4, 'e': 0.5110948957760467}",25,1,-75.43381608842881,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 1}",1
840,False,"{'a': 0.4, 'e': 0.5106861833661879}",20,4,-21.277360076889444,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
841,False,"{'a': 0.4, 'e': 0.5102777977955038}",25,0,-31.888020380410808,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
842,False,"{'a': 0.4, 'e': 0.5098697388026276}",20,0,-63.923011342456554,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
843,False,"{'a': 0.4, 'e': 0.5094620061264018}",20,1,-67.96468771230795,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
844,False,"{'a': 0.4, 'e': 0.5090545995058772}",20,0,-43.32914325085948,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
845,False,"{'a': 0.4, 'e': 0.5086475186803137}",25,0,-11.361385774656853,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
846,False,"{'a': 0.4, 'e': 0.5082407633891795}",20,0,-72.83916083048317,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
847,False,"{'a': 0.4, 'e': 0.5078343333721513}",30,20,-8.88491012460899,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
848,False,"{'a': 0.4, 'e': 0.5074282283691137}",20,4,-46.316067012657655,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 1}",1
849,False,"{'a': 0.4, 'e': 0.5070224481201596}",20,6,24.040302771447212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.4, 'e': 0.5066169923655895}",20,0,-56.41774623681938,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
851,False,"{'a': 0.4, 'e': 0.506211860845912}",25,0,-60.81104808097716,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
852,False,"{'a': 0.4, 'e': 0.5058070533018426}",30,8,-28.26273261263857,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
853,False,"{'a': 0.4, 'e': 0.5054025694743046}",20,14,-13.91417140790455,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
854,False,"{'a': 0.4, 'e': 0.5049984091044284}",20,3,-45.20375376644255,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
855,False,"{'a': 0.4, 'e': 0.5045945719335512}",20,0,5.7915296334361965,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
856,False,"{'a': 0.4, 'e': 0.5041910577032171}",20,12,16.860037951350023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.4, 'e': 0.5037878661551775}",25,10,13.41235757078044,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.4, 'e': 0.5033849970313892}",20,16,6.134630673095311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.4, 'e': 0.5029824500740161}",20,0,8.641434338538136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
860,False,"{'a': 0.4, 'e': 0.5025802250254283}",20,0,12.304386875505006,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
861,False,"{'a': 0.4, 'e': 0.5021783216282018}",30,12,-13.107369497530161,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
862,False,"{'a': 0.4, 'e': 0.5017767396251182}",20,0,-102.54401358908004,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",1
863,False,"{'a': 0.4, 'e': 0.501375478759165}",20,0,-11.746415082711742,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
864,False,"{'a': 0.4, 'e': 0.5009745387735354}",25,3,-124.75567674828825,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 3}",1
865,False,"{'a': 0.4, 'e': 0.5005739194116277}",25,8,-15.5800878505591,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
866,False,"{'a': 0.4, 'e': 0.5001736204170455}",30,16,-11.9082636999086,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
867,False,"{'a': 0.4, 'e': 0.4997736415335975}",30,0,12.019297332891592,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
868,False,"{'a': 0.4, 'e': 0.4993739825052971}",20,0,-17.270399620701877,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
869,False,"{'a': 0.4, 'e': 0.49897464307636247}",20,12,-20.670037478011718,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
870,False,"{'a': 0.4, 'e': 0.4985756229912165}",30,0,-79.76505467203464,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
871,False,"{'a': 0.4, 'e': 0.49817692199448627}",20,10,5.754318373890502,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.4, 'e': 0.4977785398310032}",20,0,-44.82239359073337,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
873,False,"{'a': 0.4, 'e': 0.4973804762458025}",25,0,17.48978031129502,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
874,False,"{'a': 0.4, 'e': 0.4969827309841236}",30,13,-0.6755876552067486,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.4, 'e': 0.49658530379140947}",25,4,-12.984512180661456,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
876,False,"{'a': 0.4, 'e': 0.4961881944133068}",20,13,14.749331387902501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.4, 'e': 0.49579140259566545}",20,11,-9.435480243340368,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
878,False,"{'a': 0.4, 'e': 0.49539492808453867}",25,17,15.5505986491712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.4, 'e': 0.49499877062618275}",25,13,-47.62258415395515,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
880,False,"{'a': 0.4, 'e': 0.49460292996705696}",25,0,-48.90486453219328,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
881,False,"{'a': 0.4, 'e': 0.4942074058538233}",20,0,-39.48582747220445,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
882,False,"{'a': 0.4, 'e': 0.49381219803334614}",35,0,-79.28656077053029,"{0: 27, 1: 4, 2: 2, 3: 0, 4: 2}",0
883,False,"{'a': 0.4, 'e': 0.4934173062526926}",20,13,-37.54001736589146,"{0: 4, 1: 0, 2: 1, 3: 2, 4: 0}",1
884,False,"{'a': 0.4, 'e': 0.4930227302591319}",25,7,-15.609037765616668,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
885,False,"{'a': 0.4, 'e': 0.4926284698001354}",20,6,-62.43833920861051,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
886,False,"{'a': 0.4, 'e': 0.49223452462337647}",20,0,-75.03584066274834,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
887,False,"{'a': 0.4, 'e': 0.49184089447673}",20,6,21.440225985065688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.4, 'e': 0.4914475791082728}",20,13,3.431198566806287,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.4, 'e': 0.491054578266283}",20,9,-83.83947515134982,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
890,False,"{'a': 0.4, 'e': 0.49066189169924007}",20,0,-35.47994658081762,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
891,False,"{'a': 0.4, 'e': 0.4902695191558246}",25,8,-80.3554132894343,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 2}",1
892,False,"{'a': 0.4, 'e': 0.48987746038491814}",20,7,3.6164369906027987,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
893,False,"{'a': 0.4, 'e': 0.489485715135603}",20,6,13.822680109082565,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.4, 'e': 0.48909428315716225}",20,0,-13.01494518619443,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
895,False,"{'a': 0.4, 'e': 0.48870316419907944}",30,15,-30.57593633993919,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
896,False,"{'a': 0.4, 'e': 0.4883123580110384}",20,7,-2.2726274490867686,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.4, 'e': 0.4879218643429232}",25,9,-17.915614557391702,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
898,False,"{'a': 0.4, 'e': 0.4875316829448177}",25,8,-62.74853218237143,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
899,False,"{'a': 0.4, 'e': 0.48714181356700603}",25,13,-25.115765114112225,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
900,False,"{'a': 0.4, 'e': 0.4867522559599716}",20,0,8.973448764162159,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
901,False,"{'a': 0.4, 'e': 0.4863630098743977}",20,0,-78.91918059759958,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
902,False,"{'a': 0.4, 'e': 0.48597407506116663}",25,13,5.656057629577367,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.4, 'e': 0.4855854512713602}",25,0,-47.19895961493598,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
904,False,"{'a': 0.4, 'e': 0.4851971382562592}",35,24,-36.55710106288072,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
905,False,"{'a': 0.4, 'e': 0.4848091357673432}",20,0,-7.503261255649167,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
906,False,"{'a': 0.4, 'e': 0.48442144355629074}",25,13,-27.04704930335868,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
907,False,"{'a': 0.4, 'e': 0.48403406137497856}",25,13,-0.9150142810897299,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
908,False,"{'a': 0.4, 'e': 0.48364698897548225}",20,13,-4.690699728185573,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.4, 'e': 0.48326022611007535}",25,15,-41.27050184644343,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
910,False,"{'a': 0.4, 'e': 0.48287377253122976}",25,13,11.775593288151567,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.4, 'e': 0.482487627991615}",25,20,8.1381775162527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.4, 'e': 0.4821017922440986}",20,3,27.04039356630673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.4, 'e': 0.4817162650417457}",25,7,-34.70585296827868,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
914,False,"{'a': 0.4, 'e': 0.48133104613781885}",20,0,-58.25803913676155,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
915,False,"{'a': 0.4, 'e': 0.480946135285778}",20,0,-27.931727704614325,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
916,False,"{'a': 0.4, 'e': 0.48056153223928016}",20,7,7.265906093352971,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.4, 'e': 0.4801772367521793}",25,18,-10.612065816385755,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
918,False,"{'a': 0.4, 'e': 0.4797932485785264}",25,0,-12.068966067896326,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
919,False,"{'a': 0.4, 'e': 0.47940956747256896}",25,0,-44.60335180926939,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
920,False,"{'a': 0.4, 'e': 0.4790261931887511}",20,0,-90.98852179942386,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
921,False,"{'a': 0.4, 'e': 0.47864312548171317}",20,15,7.335992779901025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.4, 'e': 0.4782603641062919}",25,2,-101.56145743190751,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 2}",1
923,False,"{'a': 0.4, 'e': 0.47787790881751996}",25,0,-156.52730526173121,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 4}",0
924,False,"{'a': 0.4, 'e': 0.477495759370626}",30,0,-206.41375296984555,"{0: 17, 1: 1, 2: 6, 3: 4, 4: 2}",0
925,False,"{'a': 0.4, 'e': 0.4771139155210344}",30,22,11.379910410902845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.4, 'e': 0.47673237702436494}",30,11,-65.96159061285017,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
927,False,"{'a': 0.4, 'e': 0.47635114363643305}",20,9,-28.02930517031963,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
928,False,"{'a': 0.4, 'e': 0.4759702151132494}",30,0,-66.89344771421784,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",1
929,False,"{'a': 0.4, 'e': 0.47558959121101957}",25,0,-9.931536329787246,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
930,False,"{'a': 0.4, 'e': 0.47520927168614446}",20,0,20.19992921397135,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
931,False,"{'a': 0.4, 'e': 0.4748292562952194}",25,18,-9.673142376073564,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
932,False,"{'a': 0.4, 'e': 0.47444954479503454}",20,0,-4.626416088884121,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
933,False,"{'a': 0.4, 'e': 0.4740701369425746}",20,0,-83.7083915988545,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
934,False,"{'a': 0.4, 'e': 0.4736910324950184}",25,0,-9.368020062850217,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
935,False,"{'a': 0.4, 'e': 0.4733122312097393}",20,0,-91.02827586808962,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
936,False,"{'a': 0.4, 'e': 0.4729337328443043}",25,15,6.594608870749311,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.4, 'e': 0.4725555371564744}",25,12,-6.316003784878304,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
938,False,"{'a': 0.4, 'e': 0.4721776439042044}",20,12,-26.045721888612942,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
939,False,"{'a': 0.4, 'e': 0.47180005284564264}",20,11,15.21105084404491,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.4, 'e': 0.4714227637391309}",20,8,11.742066905918753,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.4, 'e': 0.47104577634320394}",20,12,-38.39862605254307,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
942,False,"{'a': 0.4, 'e': 0.4706690904165899}",30,12,-68.74030048926905,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
943,False,"{'a': 0.4, 'e': 0.4702927057182098}",30,8,-71.27572246796306,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 0}",1
944,False,"{'a': 0.4, 'e': 0.4699166220071775}",25,10,-8.984925886362623,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
945,False,"{'a': 0.4, 'e': 0.46954083904279925}",20,12,4.202821776688176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.4, 'e': 0.46916535658457403}",20,14,-2.673640407657284,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.4, 'e': 0.46879017439219306}",20,0,-5.527150755289488,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
948,False,"{'a': 0.4, 'e': 0.4684152922255396}",30,1,-86.12231111972612,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 2}",1
949,False,"{'a': 0.4, 'e': 0.4680407098446893}",25,13,-4.505603756806053,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
950,False,"{'a': 0.4, 'e': 0.46766642700990924}",20,0,-7.234586378867174,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
951,False,"{'a': 0.4, 'e': 0.4672924434816584}",35,0,-80.80011061953574,"{0: 27, 1: 1, 2: 4, 3: 2, 4: 1}",0
952,False,"{'a': 0.4, 'e': 0.4669187590205873}",20,2,-26.27457601249982,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
953,False,"{'a': 0.4, 'e': 0.46654537338753793}",25,13,-59.40392099612121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
954,False,"{'a': 0.4, 'e': 0.4661722863435435}",25,3,-44.50246102325904,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
955,False,"{'a': 0.4, 'e': 0.46579949764982825}",20,8,-3.7642697140728822,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
956,False,"{'a': 0.4, 'e': 0.4654270070678073}",25,0,-40.29407170435474,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
957,False,"{'a': 0.4, 'e': 0.46505481435908685}",25,0,-106.76247325948793,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
958,False,"{'a': 0.4, 'e': 0.4646829192854634}",35,16,-43.88263804440378,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
959,False,"{'a': 0.4, 'e': 0.46431132160892424}",20,0,-66.03159925183488,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
960,False,"{'a': 0.4, 'e': 0.4639400210916467}",25,10,-16.624529824798525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
961,False,"{'a': 0.4, 'e': 0.4635690174959985}",20,0,-4.297499418933233,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
962,False,"{'a': 0.4, 'e': 0.4631983105845373}",25,3,13.014581631646891,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
963,False,"{'a': 0.4, 'e': 0.4628279001200107}",25,18,3.4942568980863795,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.4, 'e': 0.462457785865356}",30,13,-99.16655268952859,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
965,False,"{'a': 0.4, 'e': 0.4620879675837}",20,14,-12.027971051662764,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
966,False,"{'a': 0.4, 'e': 0.46171844503835907}",20,13,0.888612387880352,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.4, 'e': 0.4613492179928387}",20,0,-83.13004671478163,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
968,False,"{'a': 0.4, 'e': 0.46098028621083353}",25,14,-19.66078147831706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
969,False,"{'a': 0.4, 'e': 0.4606116494562274}",25,0,8.933106330398697,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
970,False,"{'a': 0.4, 'e': 0.46024330749309256}",20,13,-0.7740991319068637,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.4, 'e': 0.45987526008569024}",20,0,-71.77248434544406,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
972,False,"{'a': 0.4, 'e': 0.45950750699847004}",25,13,-34.5907046285347,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
973,False,"{'a': 0.4, 'e': 0.45914004799607006}",20,0,15.158123221049634,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
974,False,"{'a': 0.4, 'e': 0.45877288284331647}",20,9,-0.7175051749913806,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.4, 'e': 0.4584060113052235}",25,8,-44.04576401889403,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
976,False,"{'a': 0.4, 'e': 0.45803943314699347}",25,0,-77.76145960597643,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
977,False,"{'a': 0.4, 'e': 0.45767314813401627}",25,16,-44.17045524705242,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
978,False,"{'a': 0.4, 'e': 0.4573071560318695}",25,18,13.932806610634497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.4, 'e': 0.4569414566063182}",20,0,-35.1528340305882,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
980,False,"{'a': 0.4, 'e': 0.4565760496233147}",25,5,-50.67950976726638,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
981,False,"{'a': 0.4, 'e': 0.45621093484899855}",20,11,3.9437838535218264,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.4, 'e': 0.4558461120496963}",20,16,6.036278375601369,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.4, 'e': 0.4554815809919213}",25,4,-25.71134633985767,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
984,False,"{'a': 0.4, 'e': 0.4551173414423737}",20,10,-0.7957446381987832,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.4, 'e': 0.45475339316794017}",20,2,-20.05904824496416,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
986,False,"{'a': 0.4, 'e': 0.45438973593569376}",20,3,8.825842689678693,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
987,False,"{'a': 0.4, 'e': 0.4540263695128938}",20,2,-57.409387630801426,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
988,False,"{'a': 0.4, 'e': 0.453663293666986}",20,0,-1.8870307204356633,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
989,False,"{'a': 0.4, 'e': 0.45330050816560147}",20,7,-97.3314389669077,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
990,False,"{'a': 0.4, 'e': 0.4529380127765577}",20,9,9.813728308466619,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.4, 'e': 0.45257580726785757}",20,7,-9.856154086175831,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
992,False,"{'a': 0.4, 'e': 0.4522138914076895}",20,12,7.961212212841621,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.4, 'e': 0.45185226496442743}",30,3,-33.314330408237986,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 1}",1
994,False,"{'a': 0.4, 'e': 0.45149092770663035}",30,20,-31.005186931284825,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
995,False,"{'a': 0.4, 'e': 0.45112987940304233}",25,15,8.358281931273378,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.4, 'e': 0.4507691198225926}",25,16,-51.620718964556666,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
997,False,"{'a': 0.4, 'e': 0.4504086487343949}",20,11,11.581061034445305,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.4, 'e': 0.4500484659077479}",20,3,5.161851812361306,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.4, 'e': 0.4496885711121343}",25,13,14.567486068299267,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.4, 'e': 0.44932896411722156}",20,0,-22.495841406694897,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1001,False,"{'a': 0.4, 'e': 0.4489696446928612}",20,9,21.175279352672476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.4486106126090888}",20,3,-4.186355962984827,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1003,False,"{'a': 0.4, 'e': 0.44825186763612385}",25,7,-64.92221916561907,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1004,False,"{'a': 0.4, 'e': 0.4478934095443694}",20,9,-5.388815653287393,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.4, 'e': 0.44753523810441237}",25,6,-6.6881837115128775,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1006,False,"{'a': 0.4, 'e': 0.44717735308702294}",20,0,-94.44065565834316,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
1007,False,"{'a': 0.4, 'e': 0.44681975426315484}",20,0,-38.41045928535703,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1008,False,"{'a': 0.4, 'e': 0.4464624414039447}",30,15,-26.451908441520178,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
